0, -8862746.938,-5701019.878,-3684751.708
1, -6724851.965,-5009354.888,-3719987.629
2, -7134902.195,-4562081.335,-3303581.677
3, -6707970.677,-4278491.218,-3061489.610
4, -6727158.072,-3968914.748,-3049787.306
5, -5262133.858,-3801161.224,-2961425.640
6, -5805633.714,-3737486.992,-2285797.756
7, -7617938.038,-3341316.624,-2285797.756
8, -4151932.216,-2899485.220,-2107722.753
9, -4384727.672,-2743565.187,-1995007.387
10, -5079133.252,-2615829.984,-1937050.224
11, -4325184.784,-2558397.800,-1803091.759
12, -3245060.449,-2233839.956,-1783896.319
13, -5087709.711,-2187197.689,-1691937.233
14, -3959523.531,-2071818.943,-1573689.965
15, -3536013.899,-2009345.119,-1465104.576
16, -3120486.200,-1868185.645,-1339198.877
17, -2710763.136,-1731212.265,-1333491.774
18, -3128911.375,-1615325.031,-1292426.798
19, -2817672.905,-1546574.696,-1261988.286
20, -2632091.513,-1523551.599,-1156858.799
21, -2651152.014,-1493271.453,-1118325.239
22, -3008271.446,-1529488.361,-1079049.952
23, -2077213.301,-1295539.129,-1073438.411
24, -2785051.024,-1347456.931,-1013557.777
25, -3000913.409,-1392958.309,-1011833.041
26, -1942310.324,-1265249.082,-1011833.041
27, -2217803.890,-1253572.607,-1000198.952
28, -2457096.556,-1256793.876,-1000198.952
29, -3837714.225,-1411905.616,-1000198.952
30, -2521771.312,-1167726.063,-997021.060
31, -2494079.156,-1171177.400,-963239.695
32, -2261653.664,-1228440.460,-965409.560
33, -2211554.671,-1203781.636,-965409.560
34, -2452543.113,-1203654.038,-951444.310
35, -3698399.880,-1190774.354,-951444.310
36, -1868568.880,-1099904.705,-934477.658
37, -3233211.266,-1192442.178,-940391.154
38, -2324960.591,-1193155.461,-940391.154
39, -3557457.236,-1248863.374,-940391.154
40, -2361787.916,-1173086.240,-920178.052
41, -1660577.361,-1038359.277,-920178.052
42, -1978023.441,-1064728.604,-903400.244
43, -2826331.648,-1178485.906,-920178.052
44, -1927003.706,-1119090.405,-905114.965
45, -3220898.347,-1165475.812,-902963.790
46, -3057522.599,-1192286.637,-891549.553
47, -2344875.271,-1067827.542,-896881.752
48, -2104828.233,-1067292.486,-882650.735
49, -1867760.524,-1091541.658,-867183.000
50, -1752699.701,-988855.936,-865178.844
51, -1981782.352,-1020468.859,-847779.207
52, -1974558.830,-1012926.239,-851095.517
53, -2436081.152,-1108771.840,-774356.108
54, -2557836.848,-1121125.675,-810559.687
55, -1962616.895,-1113290.922,-792956.495
56, -2060676.986,-1099556.222,-792956.495
57, -2362264.953,-1141281.677,-745153.126
58, -2299562.280,-1020344.527,-742756.799
59, -2738567.290,-1156812.316,-742756.799
60, -2107673.412,-996526.483,-742756.799
61, -3038379.621,-1144859.561,-742756.799
62, -2490158.598,-970933.296,-742201.719
63, -1968978.389,-978468.581,-715196.025
64, -1966465.476,-959269.997,-715196.025
65, -2060870.440,-1002663.940,-713961.294
66, -2708528.545,-1087864.521,-715196.025
67, -2273664.189,-1042918.807,-713961.294
68, -2137149.103,-949879.328,-710504.601
69, -2066935.183,-959625.619,-696736.307
70, -3099017.512,-976929.534,-682618.387
71, -1826410.318,-873925.811,-682618.387
72, -1995177.073,-965320.533,-682618.387
73, -1923721.570,-898817.807,-674132.597
74, -1870061.474,-871671.712,-672792.630
75, -1778860.528,-873189.318,-672792.630
76, -1760522.351,-845520.364,-651001.288
77, -1553155.931,-842021.261,-651001.288
78, -1778336.636,-792673.651,-651001.288
79, -1592791.576,-810606.894,-651001.288
80, -2528813.209,-942802.800,-624539.034
81, -2463218.117,-863087.455,-624539.034
82, -2172645.061,-799079.459,-624539.034
83, -1871972.217,-894098.669,-624147.134
84, -2208957.129,-879489.367,-624147.134
85, -1781105.596,-815065.377,-624147.134
86, -1760379.278,-809652.707,-624147.134
87, -1860941.986,-781188.841,-624539.034
88, -1582708.406,-757357.541,-624147.134
89, -1542191.403,-776512.644,-615501.875
90, -1618438.922,-794966.294,-615109.976
91, -2190460.671,-777615.487,-615109.976
92, -1295765.663,-759661.680,-615100.346
93, -3159463.518,-875201.280,-606757.002
94, -1825973.783,-818360.117,-606714.310
95, -2071778.172,-884505.770,-606714.310
96, -2146236.681,-766224.298,-606714.310
97, -1893449.522,-802960.170,-601473.875
98, -1750435.293,-866778.429,-601473.875
99, -2167928.729,-956569.440,-598435.522
