0, -12475314.466,-9852195.385,-8255760.362
1, -12475314.466,-9118012.029,-7431622.543
2, -9025137.760,-8548483.798,-8255760.362
3, -9990608.910,-8537359.850,-8090188.279
4, -9296237.120,-8214011.487,-6361614.667
5, -8443529.622,-7820576.114,-6175479.713
6, -8309420.816,-7573482.582,-6272339.188
7, -8146188.363,-7171940.858,-6124861.042
8, -8654032.674,-6901416.810,-5425218.084
9, -7214719.156,-5824143.949,-5088682.787
10, -5978527.908,-5491400.261,-4679510.985
11, -6563193.028,-5645039.535,-4985242.205
12, -6139393.023,-5324054.488,-4562737.234
13, -5480914.901,-4899186.724,-4254197.892
14, -5281982.233,-4759069.949,-4357622.776
15, -6807953.731,-4749658.633,-4311515.234
16, -6807953.731,-4854598.199,-4357622.776
17, -4785110.466,-4447864.768,-4319245.064
18, -5223787.145,-4559657.296,-4357622.776
19, -5702476.084,-4625014.060,-3940881.868
20, -5122076.810,-4537273.917,-3939611.482
21, -4740407.294,-4416867.993,-3843976.560
22, -6946445.270,-4749532.720,-4062097.475
23, -5988249.494,-4757677.034,-3948598.226
24, -5856117.082,-4642574.664,-4114145.599
25, -4732269.427,-4379184.802,-3953869.152
26, -5052986.639,-4286149.615,-3595306.274
27, -4823847.282,-4030129.147,-3595306.274
28, -4823847.282,-3911861.318,-3487579.577
29, -4197607.345,-3730657.823,-3334025.328
30, -4125036.168,-3662029.681,-3334025.328
31, -3826455.775,-3518745.334,-3156145.303
32, -4961423.815,-3703016.330,-3134951.486
33, -4026128.555,-3358995.980,-2911328.384
34, -4501227.055,-3573036.286,-2674723.663
35, -3906071.114,-3685697.396,-3286875.927
36, -4578717.741,-3880347.529,-3664291.520
37, -5168662.498,-4200562.557,-3416054.549
38, -6319933.965,-4441787.718,-3416054.549
39, -5211195.317,-4089615.206,-2933092.265
40, -4359096.405,-3614907.810,-2927543.501
41, -4006740.347,-3378416.503,-2742082.520
42, -4501282.212,-3281208.752,-2742082.520
43, -4087424.813,-3187650.561,-2527651.811
44, -3775274.440,-3001084.929,-2527651.811
45, -3082890.398,-2809068.100,-2527651.811
46, -3661290.372,-2931056.054,-2394569.412
47, -4036092.713,-2941735.595,-2231423.443
48, -4021040.421,-2953612.269,-2307912.706
49, -3618415.854,-2723641.429,-2232291.429
50, -3369027.142,-2775283.387,-2482341.491
51, -4293592.708,-2916066.847,-2457619.379
52, -3704018.116,-3078803.459,-2648840.082
53, -4153459.683,-3014138.569,-2397263.942
54, -3433239.142,-3054317.792,-2520044.475
55, -4527771.393,-3246881.307,-2397263.942
56, -3348851.454,-2910118.000,-2406416.208
57, -5008796.191,-3081015.322,-2406416.208
58, -4268694.670,-2985058.095,-2406416.208
59, -3287428.155,-2618679.140,-2405298.188
60, -3721846.110,-2827311.036,-2405298.188
61, -4343342.399,-2928258.251,-2345210.874
62, -3546095.127,-2735216.018,-2332404.408
63, -2745536.721,-2492985.245,-2345210.874
64, -3546089.172,-2633335.071,-2311678.839
65, -3333226.769,-2802445.994,-2408145.884
66, -2992967.342,-2776336.157,-2474588.205
67, -4254518.338,-2805103.229,-2389396.585
68, -3790817.407,-3048754.124,-2345210.874
69, -4018214.306,-2828068.712,-2345210.874
70, -3748522.978,-2980781.721,-2637365.497
71, -3987619.165,-3116744.761,-2637365.497
72, -4760867.014,-3212049.272,-2637365.497
73, -3975283.743,-3188125.824,-2637365.497
74, -4218842.760,-3171046.692,-2467865.258
75, -4767338.271,-3320412.180,-2467865.258
76, -4635011.913,-3217650.098,-2422676.708
77, -3667812.235,-2960867.247,-2311212.732
78, -3431595.412,-2648023.455,-2218193.720
79, -3260058.695,-2600582.004,-2322392.860
80, -2796964.405,-2523185.805,-2157909.067
81, -3863613.912,-2815689.415,-2251705.679
82, -3042966.443,-2553707.538,-2158748.365
83, -3042966.443,-2639058.079,-2158748.365
84, -3012750.737,-2583795.789,-2218193.720
85, -3976032.962,-2682458.467,-2182416.097
86, -3955750.122,-2665502.260,-2118378.967
87, -3136152.955,-2275463.142,-2021555.554
88, -3128450.227,-2207989.803,-1995135.971
89, -2776387.147,-2299666.395,-1995135.971
90, -3371434.129,-2332945.931,-2077387.551
91, -3390884.763,-2267119.659,-1995135.971
92, -3112945.905,-2211381.323,-1995135.971
93, -3292159.641,-2216847.316,-1931121.716
94, -3627856.086,-2346749.833,-1786722.170
95, -3094906.559,-2259217.282,-1791752.678
96, -2633459.811,-2055027.901,-1791752.678
97, -3453599.685,-2345961.412,-1686128.332
98, -2375982.990,-1983785.449,-1785360.817
99, -2423267.849,-2022435.701,-1808557.612
