0, -10747286.372,-9518748.229,-8761429.728
1, -10846902.829,-8997627.747,-7765207.139
2, -9964697.980,-8846582.180,-7765207.139
3, -10101785.482,-8831051.732,-7765207.139
4, -10327837.152,-8819333.137,-7765207.139
5, -11099584.219,-8621590.348,-7765207.139
6, -9821506.287,-8424497.220,-6520026.544
7, -11658295.830,-8312651.374,-6301746.138
8, -9417427.945,-7647968.950,-6098026.154
9, -7798988.638,-6601580.664,-6085299.617
10, -7511135.652,-6355047.327,-6010109.424
11, -8730409.807,-6729488.800,-6016901.980
12, -6860189.246,-6218758.737,-5906586.081
13, -7094643.979,-6232426.869,-5521626.221
14, -7707803.044,-6239327.549,-5720309.033
15, -6759787.176,-6155018.024,-5455467.845
16, -6520650.503,-5954907.902,-5323664.597
17, -6543758.184,-5788522.114,-5126370.202
18, -6372984.694,-5660933.223,-5126370.202
19, -5806169.100,-5413611.457,-5037016.336
20, -6923156.583,-5725303.619,-5005935.400
21, -6129147.914,-5426518.335,-4943995.844
22, -5880230.425,-5158932.256,-4451171.168
23, -5505862.963,-5038323.177,-4448348.553
24, -6131936.132,-5004668.683,-4451171.168
25, -5512453.072,-4949063.268,-4124130.859
26, -6853211.132,-4664941.205,-4124130.859
27, -5741799.865,-4771501.192,-4124130.859
28, -4805105.103,-4321137.777,-4124130.859
29, -5133341.661,-4295603.721,-3697106.863
30, -5565462.875,-4381166.905,-3697106.863
31, -5565462.875,-4489777.548,-3697106.863
32, -4254504.353,-4060006.817,-3652406.537
33, -4525467.705,-4120728.103,-3652406.537
34, -4325853.008,-4010008.617,-3652406.537
35, -5288500.095,-4196719.010,-3652406.537
36, -5360856.753,-4091746.083,-3652406.537
37, -4884163.906,-4133677.477,-3582230.324
38, -4820155.776,-3773426.599,-3198098.851
39, -5405651.366,-3771002.216,-3195757.291
40, -4524151.820,-3369175.771,-2824702.739
41, -3663729.843,-3356974.673,-2876246.442
42, -4987352.262,-3713312.737,-2940045.808
43, -4669724.505,-3730192.106,-2940045.808
44, -4308442.528,-3506251.043,-2669096.641
45, -4407573.028,-3398225.478,-2669096.641
46, -3879845.206,-3330786.614,-2669096.641
47, -4778618.513,-3613073.689,-2981685.915
48, -4658504.654,-3623186.551,-3090430.669
49, -4080460.420,-3521644.689,-2645595.442
50, -4121503.147,-3134141.917,-2629489.589
51, -4009312.127,-2979160.175,-2641768.828
52, -3619276.863,-2835989.715,-2642457.051
53, -4194972.652,-2929182.539,-2560261.102
54, -3392037.206,-2882657.314,-2560261.102
55, -2910436.631,-2647141.745,-2519905.191
56, -4054150.685,-2933381.281,-2549637.328
57, -3577775.197,-2952434.018,-2599630.423
58, -3168039.329,-2959847.293,-2549637.328
59, -3403725.050,-2906412.382,-2549637.328
60, -3315682.760,-2934109.076,-2582760.774
61, -4370176.999,-3285714.550,-2531040.743
62, -3230516.441,-3043404.510,-2539593.026
63, -3813395.110,-3118839.220,-2536544.236
64, -3963958.111,-3118705.473,-2693228.272
65, -4388029.206,-3091475.107,-2693228.272
66, -4014922.776,-2951610.136,-2659555.238
67, -3354185.891,-2954832.564,-2659555.238
68, -5424477.998,-3683009.056,-2962278.179
69, -5741997.586,-4203998.442,-2962278.179
70, -4446188.021,-3641521.798,-2962278.179
71, -3982263.006,-3471321.215,-2949972.242
72, -5320338.997,-3419951.013,-2892400.568
73, -4495925.830,-3390921.178,-2897772.958
74, -4008517.237,-3277838.235,-2829123.889
75, -3975429.200,-3233046.003,-2924559.429
76, -5906351.385,-3539035.037,-2989109.242
77, -4607293.288,-3628222.696,-3069979.446
78, -5178366.035,-3785171.147,-3022249.119
79, -5014189.269,-3396598.579,-3035439.692
80, -5026341.698,-3536111.476,-3035439.692
81, -3910549.031,-3255699.360,-3005675.267
82, -4057665.980,-3274284.721,-3016418.752
83, -4179523.728,-3462775.833,-3016418.752
84, -5188456.260,-3532185.890,-2922357.877
85, -4478664.268,-3262361.393,-2964630.036
86, -3677274.605,-3124262.171,-2922357.877
87, -3548032.913,-3092593.196,-2922357.877
88, -3168432.073,-3026576.868,-2922357.877
89, -3902315.194,-3101697.424,-2831899.553
90, -5462293.004,-3359889.931,-2856844.822
91, -4428362.936,-3280411.400,-2906642.614
92, -3712367.493,-3193045.271,-2905812.149
93, -3816641.080,-3126547.455,-2712928.069
94, -4901377.573,-3669847.992,-2796294.425
95, -5619366.839,-4121460.378,-2976212.710
96, -5594620.483,-3574131.953,-2912760.172
97, -4060435.604,-3297508.500,-2894971.217
98, -3520553.570,-3108641.779,-2894861.566
99, -3326186.631,-2887754.433,-2351831.767
